function	gene	PC1	PC2	PC3	PC4	PC5	PC6	PC7	PC8	PC9	PC10	PC11	PC12	PC13	PC14	PC15	PC16	PC17	PC18	PC19	PC20	PC21	PC22	PC23	PC24	PC25
Ribo	YDL130W	-1.87322 - 2.96362	-1.98319 - -1.55052	-1.95551 - -1.12887	1.8757 - 2.71596	1.6518 - 2.25045	1.41578 - 2.1255	-0.327772 - -0.0921005	-0.659428 - -0.235078	-1.00963 - -0.67939	0.215548 - 0.524465	≥ 1.27537	< -1.3658	-0.128749 - 0.200137	-1.22843 - -0.77954	< -1.10289	0.678926 - 1.23123	< -1.00002	< -1.06673	-0.37434 - -0.193563	-0.309045 - -0.0953163	0.0432133 - 0.198076	0.477439 - 0.87368	≥ 0.771311	0.0601571 - 0.294794	0.0027569 - 0.186317
Ribo	YHR021C	-1.87322 - 2.96362	< -3.07807	< -3.45235	-1.00746 - -0.433048	-0.437616 - 0.116722	≥ 2.1255	-0.669729 - -0.327772	-0.659428 - -0.235078	-0.67939 - -0.333791	-0.869533 - -0.573237	-0.164623 - 0.0567379	≥ 1.34529	≥ 1.54386	0.669964 - 1.12356	-1.10289 - -0.777968	-1.16585 - -0.762285	0.138608 - 0.372761	≥ 1.0153	≥ 0.984347	< -1.01567	< -0.947849	≥ 0.87368	0.519875 - 0.771311	-0.0669247 - 0.0601571	-0.371889 - -0.206293
Ribo	YDL191W	-3.10837 - -2.84061	< -3.07807	1.1829 - 1.82932	-0.433048 - 0.0172426	0.951233 - 1.6518	-2.3691 - -1.62041	1.14374 - 2.10432	-0.235078 - -0.0103348	-1.5339 - -1.00963	< -1.59043	-1.20377 - -0.771468	0.308063 - 0.528452	≥ 1.54386	0.489747 - 0.669964	-0.425273 - -0.228786	-0.282942 - -0.067954	0.561059 - 1.01778	0.17113 - 0.367606	≥ 0.984347	≥ 0.935366	0.386712 - 0.549829	< -0.900182	0.519875 - 0.771311	-0.527216 - -0.31183	0.0027569 - 0.186317
Ribo	YDL136W	-1.87322 - 2.96362	< -3.07807	-3.45235 - -1.95551	-0.433048 - 0.0172426	0.116722 - 0.575969	-2.3691 - -1.62041	0.559976 - 1.14374	0.888346 - 1.53479	0.141737 - 0.492027	0.215548 - 0.524465	-0.451247 - -0.164623	0.0512376 - 0.308063	< -1.13556	< -1.22843	0.707889 - 1.0854	< -1.16585	< -1.00002	< -1.06673	< -0.886108	≥ 0.935366	0.0432133 - 0.198076	≥ 0.87368	0.0549996 - 0.160593	-0.183446 - -0.0669247	0.573122 - 0.893637
Ribo	YLR406C	-1.87322 - 2.96362	< -3.07807	-1.12887 - -0.382426	-1.00746 - -0.433048	≥ 2.25045	-2.3691 - -1.62041	-0.0921005 - 0.253326	< -1.70937	≥ 1.56225	-0.24581 - -0.0742138	≥ 1.27537	< -1.3658	0.200137 - 0.459517	< -1.22843	-0.0530638 - 0.15896	< -1.16585	≥ 1.01778	≥ 1.0153	≥ 0.984347	< -1.01567	0.549829 - 0.781302	0.477439 - 0.87368	0.0549996 - 0.160593	≥ 0.846813	≥ 0.893637
Proteas	YHR027C	2.96362 - 5.36377	-1.55052 - -0.789981	1.1829 - 1.82932	≥ 2.71596	≥ 2.25045	-0.0670098 - 0.370891	< -1.91176	-1.02478 - -0.659428	0.492027 - 1.00217	≥ 1.45871	≥ 1.27537	< -1.3658	≥ 1.54386	≥ 1.12356	≥ 1.0854	-1.16585 - -0.762285	-0.0273938 - 0.138608	-1.06673 - -0.629906	-0.886108 - -0.620673	0.177247 - 0.326032	-0.308823 - -0.0792995	0.477439 - 0.87368	0.351944 - 0.519875	0.0601571 - 0.294794	0.36998 - 0.573122
Proteas	YDL020C	2.96362 - 5.36377	-0.789981 - -0.323711	1.82932 - 3.17619	< -2.93219	≥ 2.25045	1.41578 - 2.1255	< -1.91176	≥ 1.53479	0.492027 - 1.00217	< -1.59043	0.812305 - 1.27537	≥ 1.34529	0.777881 - 1.54386	≥ 1.12356	-1.10289 - -0.777968	≥ 1.23123	-0.622271 - -0.405256	0.17113 - 0.367606	< -0.886108	< -1.01567	0.386712 - 0.549829	-0.383712 - -0.147248	< -0.949145	≥ 0.846813	-0.206293 - 0.0027569
Resp	YDL067C	5.36377 - 7.14999	2.27225 - 4.31204	< -3.45235	< -2.93219	0.575969 - 0.951233	0.370891 - 0.917994	< -1.91176	< -1.70937	≥ 1.56225	< -1.59043	≥ 1.27537	0.805687 - 1.34529	-0.128749 - 0.200137	< -1.22843	0.707889 - 1.0854	≥ 1.23123	≥ 1.01778	< -1.06673	≥ 0.984347	≥ 0.935366	≥ 0.781302	≥ 0.87368	< -0.949145	0.529312 - 0.846813	< -0.869476
Resp	YGR183C	2.96362 - 5.36377	≥ 4.31204	< -3.45235	1.22558 - 1.8757	0.575969 - 0.951233	< -2.3691	< -1.91176	-1.70937 - -1.02478	0.141737 - 0.492027	0.878362 - 1.45871	-0.164623 - 0.0567379	< -1.3658	-0.128749 - 0.200137	≥ 1.12356	-1.10289 - -0.777968	< -1.16585	≥ 1.01778	-0.33811 - -0.1104	-0.37434 - -0.193563	-0.0953163 - 0.0342379	< -0.947849	-0.613833 - -0.383712	≥ 0.771311	< -0.872897	-0.869476 - -0.557685
Resp	YPR191W	5.36377 - 7.14999	-1.55052 - -0.789981	< -3.45235	≥ 2.71596	≥ 2.25045	0.370891 - 0.917994	1.14374 - 2.10432	≥ 1.53479	0.141737 - 0.492027	-0.869533 - -0.573237	-0.451247 - -0.164623	< -1.3658	< -1.13556	-0.451344 - -0.24542	-1.10289 - -0.777968	-1.16585 - -0.762285	0.561059 - 1.01778	≥ 1.0153	≥ 0.984347	≥ 0.935366	-0.0792995 - 0.0432133	0.0525043 - 0.207664	≥ 0.771311	0.529312 - 0.846813	-0.557685 - -0.371889
Resp	YKL148C	≥ 7.14999	≥ 4.31204	< -3.45235	≥ 2.71596	0.575969 - 0.951233	≥ 2.1255	-0.0921005 - 0.253326	-0.659428 - -0.235078	0.492027 - 1.00217	0.215548 - 0.524465	0.524226 - 0.812305	-0.476743 - -0.1735	< -1.13556	0.669964 - 1.12356	-0.777968 - -0.425273	-0.067954 - 0.166896	< -1.00002	0.367606 - 0.588167	< -0.886108	0.0342379 - 0.177247	< -0.947849	-0.613833 - -0.383712	< -0.949145	< -0.872897	-0.557685 - -0.371889
Resp	YDR529C	2.96362 - 5.36377	2.27225 - 4.31204	< -3.45235	-0.433048 - 0.0172426	-1.2472 - -0.437616	< -2.3691	≥ 2.10432	-1.70937 - -1.02478	-1.00963 - -0.67939	-1.59043 - -0.869533	0.524226 - 0.812305	-1.3658 - -0.794636	0.777881 - 1.54386	-0.24542 - -0.0386652	-0.425273 - -0.228786	-0.762285 - -0.444354	0.138608 - 0.372761	≥ 1.0153	< -0.886108	-1.01567 - -0.537477	≥ 0.781302	≥ 0.87368	0.519875 - 0.771311	-0.0669247 - 0.0601571	< -0.869476
Resp	YHR051W	2.96362 - 5.36377	≥ 4.31204	-3.45235 - -1.95551	-1.99724 - -1.00746	0.951233 - 1.6518	-1.62041 - -0.904866	0.559976 - 1.14374	-1.70937 - -1.02478	< -1.5339	≥ 1.45871	< -1.20377	-1.3658 - -0.794636	≥ 1.54386	-1.22843 - -0.77954	< -1.10289	-0.282942 - -0.067954	-0.405256 - -0.174611	0.0347436 - 0.17113	-0.886108 - -0.620673	0.528279 - 0.935366	-0.947849 - -0.587246	0.283336 - 0.477439	-0.949145 - -0.448052	-0.183446 - -0.0669247	≥ 0.893637
Resp	YEL024W	≥ 7.14999	≥ 4.31204	-3.45235 - -1.95551	≥ 2.71596	≥ 2.25045	-2.3691 - -1.62041	0.253326 - 0.559976	< -1.70937	-0.103436 - 0.141737	0.878362 - 1.45871	0.524226 - 0.812305	0.805687 - 1.34529	0.459517 - 0.777881	0.489747 - 0.669964	< -1.10289	-0.762285 - -0.444354	-1.00002 - -0.622271	-0.33811 - -0.1104	≥ 0.984347	≥ 0.935366	-0.947849 - -0.587246	-0.383712 - -0.147248	-0.448052 - -0.296289	-0.183446 - -0.0669247	0.573122 - 0.893637
Resp	YBL045C	5.36377 - 7.14999	-0.789981 - -0.323711	-3.45235 - -1.95551	≥ 2.71596	-1.2472 - -0.437616	< -2.3691	≥ 2.10432	0.498102 - 0.888346	≥ 1.56225	-0.0742138 - 0.215548	-1.20377 - -0.771468	≥ 1.34529	< -1.13556	< -1.22843	-0.425273 - -0.228786	0.40824 - 0.678926	-0.622271 - -0.405256	< -1.06673	< -0.886108	0.177247 - 0.326032	0.386712 - 0.549829	0.477439 - 0.87368	-0.128279 - 0.0549996	≥ 0.846813	0.36998 - 0.573122
Resp	YKL141W	5.36377 - 7.14999	0.352621 - 1.22464	-1.95551 - -1.12887	1.8757 - 2.71596	≥ 2.25045	-2.3691 - -1.62041	≥ 2.10432	< -1.70937	-1.5339 - -1.00963	< -1.59043	-0.164623 - 0.0567379	0.528452 - 0.805687	0.200137 - 0.459517	≥ 1.12356	-1.10289 - -0.777968	≥ 1.23123	0.561059 - 1.01778	0.367606 - 0.588167	< -0.886108	< -1.01567	0.386712 - 0.549829	< -0.900182	0.160593 - 0.351944	-0.872897 - -0.527216	0.186317 - 0.36998
Resp	YDR178W	≥ 7.14999	≥ 4.31204	< -3.45235	1.8757 - 2.71596	0.116722 - 0.575969	-0.0670098 - 0.370891	-0.988662 - -0.669729	< -1.70937	≥ 1.56225	< -1.59043	-0.451247 - -0.164623	≥ 1.34529	< -1.13556	≥ 1.12356	-1.10289 - -0.777968	-0.067954 - 0.166896	< -1.00002	-0.33811 - -0.1104	< -0.886108	-0.537477 - -0.309045	-0.308823 - -0.0792995	0.0525043 - 0.207664	≥ 0.771311	-0.872897 - -0.527216	0.186317 - 0.36998
Resp	YLL041C	≥ 7.14999	≥ 4.31204	< -3.45235	≥ 2.71596	-2.60633 - -1.6315	-1.62041 - -0.904866	-0.327772 - -0.0921005	< -1.70937	≥ 1.56225	-0.24581 - -0.0742138	-0.451247 - -0.164623	≥ 1.34529	-0.802946 - -0.496845	0.489747 - 0.669964	-0.425273 - -0.228786	-0.444354 - -0.282942	< -1.00002	0.588167 - 1.0153	0.267107 - 0.527055	0.0342379 - 0.177247	≥ 0.781302	0.0525043 - 0.207664	0.519875 - 0.771311	-0.183446 - -0.0669247	-0.206293 - 0.0027569
Resp	YFR033C	5.36377 - 7.14999	0.352621 - 1.22464	-1.95551 - -1.12887	≥ 2.71596	0.116722 - 0.575969	-0.904866 - -0.333751	-0.669729 - -0.327772	< -1.70937	-0.103436 - 0.141737	< -1.59043	-0.164623 - 0.0567379	-0.476743 - -0.1735	≥ 1.54386	-0.77954 - -0.451344	-0.228786 - -0.0530638	< -1.16585	< -1.00002	0.0347436 - 0.17113	< -0.886108	≥ 0.935366	0.549829 - 0.781302	0.283336 - 0.477439	-0.949145 - -0.448052	≥ 0.846813	0.36998 - 0.573122
Resp	YOR065W	≥ 7.14999	0.352621 - 1.22464	< -3.45235	-1.00746 - -0.433048	0.951233 - 1.6518	-0.0670098 - 0.370891	0.559976 - 1.14374	< -1.70937	< -1.5339	≥ 1.45871	< -1.20377	0.308063 - 0.528452	≥ 1.54386	-1.22843 - -0.77954	-0.425273 - -0.228786	< -1.16585	-0.405256 - -0.174611	0.588167 - 1.0153	-0.193563 - -0.0444716	≥ 0.935366	< -0.947849	-0.383712 - -0.147248	0.519875 - 0.771311	-0.527216 - -0.31183	< -0.869476
